1,A# .NET
2,A-0 System
3,A+
4,A++
5,ABAP
6,ABC
7,ABC ALGOL
8,ACC
9,Accent
10,Ace DASL (Distributed Application Specification Language)
11,Action!
12,ActionScript
13,Actor
14,Ada
15,Adenine
16,Agda
17,Agilent VEE
18,Agora
19,AIMMS
20,Aldor
21,Alef
22,ALF
23,ALGOL 58
24,ALGOL 60
25,ALGOL 68
26,ALGOL W
27,Alice
28,Alma-0
29,AmbientTalk
30,Amiga E
31,AMOS
32,AMPL
33,AngelScript
34,Apex
35,APL
36,App Inventor for Android's visual block language
37,AppleScript
38,APT
39,Arc
40,ARexx
41,Argus
42,Assembly language
43,AutoHotkey
44,AutoLISP / Visual LISP
45,Averest
46,AWK
47,Axum
48,B
49,Babbage
50,Ballerina
51,Bash
52,BASIC
53,Batch file (Windows/MS-DOS)
54,bc
55,BCPL
56,BeanShell
57,Beef
58,Bertrand
59,BETA
60,BLISS
61,Blockly
62,BlooP
63,Boo
64,Boomerang
65,Bosque
66,Bourne shell�(including�bash�and�ksh)
67,C
68,C--(C minus minus)
69,C++(C plus plus) � ISO/IEC 14882
70,C*
71,C#(C sharp) ISO/IEC 23270
72,C/AL
73,Cach? ObjectScript
74,C Shell (csh)
75,Caml
76,Cayenne
77,CDuce
78,Cecil
79,Cesil
80,C?u
81,Ceylon
82,CFEngine
83,Cg
84,Ch
85,Chapel
86,Charm
87,CHILL
88,CHIP-8
89,chomski
90,ChucK
91,Cilk
92,Citrine
93,CL�(IBM)
94,Claire
95,Clarion
96,Clean
97,Clipper
98,CLIPS
99,CLIST
100,Clojure
101,CLU
102,CMS-2
103,COBOL�� ISO/IEC 1989
104,CobolScript�� COBOL Scripting language
105,Cobra
106,CoffeeScript
107,ColdFusion
108,COMAL
109,Combined Programming Language�(CPL)
110,COMIT
111,Common Intermediate Language�(CIL)
112,Common Lisp�(also known as CL)
113,COMPASS
114,Component Pascal
115,Constraint Handling Rules�(CHR)
116,COMTRAN
117,Cool
118,Coq
119,Coral 66
120,CorVision
121,COWSEL
122,CPL
123,Cryptol
124,Crystal
125,Csound
126,Css
127,Cuneiform
128,Curl
129,Curry
130,Cybil
131,Cyclone
132,Cypher Query Language
133,Cython
134,CEEMAC
135,CEEMAC
136,D
137,DAML
138,DASL�(Datapoint's Advanced Systems Language)
139,Dart
140,Darwin
141,DataFlex
142,Datalog
143,DATATRIEVE
144,dBase
145,dc
146,DCL
147,DinkC
148,DIBOL
149,Dog
150,Draco
151,DRAKON
152,Dylan
153,DYNAMO
154,DAX (Data Analysis Expressions)
155,E
156,Ease
157,Easy PL/I
158,EASYTRIEVE PLUS
159,eC
160,ECMAScript
161,Edinburgh IMP
162,EGL
163,Eiffel
164,ELAN
165,Elixir
166,Elm
167,Emacs Lisp
168,Emerald
169,Epigram
170,EPL (Easy Programming Language)
171,EPL (Eltron Programming Language)
172,Erlang
173,es
174,Escher
175,ESPOL
176,Esterel
177,Etoys
178,Euclid
179,Euler
180,Euphoria
181,EusLisp Robot Programming Language
182,CMS EXEC�(EXEC)
183,EXEC 2
184,Executable UML
185,Ezhil
186,F
187,F#
188,F*
189,Factor
190,Fantom
191,FAUST
192,FFP
193,fish
194,Fj?lnir
195,FL
196,Flavors
197,Flex
198,FlooP
199,FLOW-MATIC
200,FOCAL
201,FOCUS
202,FOIL
203,FORMAC
204,@Formula
205,Forth
206,Fortran�� ISO/IEC 1539
207,Fortress
208,FP
209,Franz Lisp
210,Futhark
211,F-Script
212,Game Maker Language(Scripting language)
213,GameMonkey Script
214,GAMS
215,GAP
216,G-code
217,GDScript
218,Genie
219,GDL
220,GEORGE
221,GIT
222,GLSL
223,GNU E
224,GNU Guile
225,Go
226,Go!
227,GOAL
228,G?del
229,Golo
230,GOM (Good Old Mad)
231,Google Apps Script
232,Gosu
233,GOTRAN
234,GPSS
235,GraphTalk
236,GRASS
237,Grasshopper
238,Groovy
239,Html
240,Hack
241,HAGGIS
242,HAL/S
243,Halide (programming language)
244,Hamilton C shell
245,Harbour
246,Hartmann pipelines
247,Haskell
248,Haxe
249,Hermes
250,High Level Assembly
251,HLSL
252,Hollywood
253,HolyC
254,Hop
255,Hopscotch
256,Hope
257,Hugo
258,Hume
259,HyperTalk
260,Io
261,Icon
262,IBM Basic assembly language
263,IBM HAScript
264,IBM Informix-4GL
265,IBM RPG
266,IDL
267,Idris
268,Inform
269,J
270,J#
271,J++
272,JADE
273,JAL
274,Janus (concurrent constraint programming language)
275,Janus (time-reversible computing programming language)
276,JASS
277,Java
278,JavaFX Script
279,JavaScript(Scripting language)
280,Jess (programming language)
281,JCL
282,JEAN
283,Join Java
284,JOSS
285,Joule
286,JOVIAL
287,Joy
288,JScript
289,JScript .NET
290,Julia
291,Jython
292,K
293,Kaleidoscope
294,Karel
295,KEE
296,Kixtart
297,Klerer-May System
298,KIF
299,Kojo
300,Kotlin
301,KRC
302,KRL
303,KRL (KUKA Robot Language)
304,KRYPTON
305,Korn shell (ksh)
306,Kodu
307,Kv
308,LabVIEW
309,Ladder
310,LANSA
311,Lasso
312,Lava
313,LC-3
314,Legoscript
315,LIL
316,LilyPond
317,Limbo
318,Limnor
319,LINC
320,Lingo
321,LINQ
322,LIS
323,LISA
324,Language H
325,Lisp�� ISO/IEC 13816
326,Lite-C
327,Lithe
328,Little b
329,LLL
330,Logo
331,Logtalk
332,LotusScript
333,LPC
334,LSE
335,LSL
336,LiveCode
337,LiveScript
338,Lua
339,Lucid
340,Lustre
341,LYaPAS
342,Lynx
343,M2001
344,M4
345,M#
346,Machine code
347,MAD�(Michigan Algorithm Decoder)
348,MAD/I
349,Magik
350,Magma
351,Maude system
352,M?ni
353,Maple
354,MAPPER�(now part of BIS)
355,MARK-IV�(now VISION:BUILDER)
356,Mary
357,MASM Microsoft Assembly x86
358,MATH-MATIC
359,Maxima�(see also�Macsyma)
360,Max�(Max Msp � Graphical Programming Environment)
361,MaxScript�internal language 3D Studio Max
362,Maya (MEL)
363,MDL
364,Mercury
365,Mesa
366,Metafont
367,MHEG-5 (Interactive TV programming language)
368,Microcode
369,MicroScript
370,MIIS
371,Milk (programming language)
372,MIMIC
373,Mirah
374,Miranda
375,MIVA Script
376,MIVA Script
377,ML
378,Model 204
379,Modelica
380,Modula
381,Modula-2
382,Modula-3
383,Mohol
384,MOO
385,Mortran
386,Mouse
387,MPD
388,Mathcad
389,MSL
390,MUMPS
391,MuPAD
392,Mutan
393,Mystic Programming Language�(MPL)
394,NASM
395,Napier88
396,Neko
397,Nemerle
398,NESL
399,Net.Data
400,NetLogo
401,NetRexx
402,NewLISP
403,NEWP
404,Newspeak
405,NewtonScript
406,Nial
407,Nice
408,Nickle�(NITIN)
409,Nim
410,NPL
411,Not eXactly C�(NXC)
412,Not Quite C�(NQC)
413,NSIS
414,Nu
415,NWScript
416,NXT-G
417,o:XML
418,Oak
419,Oberon
420,OBJ2
421,Object Lisp
422,ObjectLOGO
423,Object REXX
424,Object Pascal
425,Objective-C
426,Objective-J
427,Obliq
428,OCaml
429,occam
430,occam-?
431,Octave
432,OmniMark
433,Opa
434,Opal
435,OpenCL
436,OpenEdge ABL
437,OPL
438,OpenVera
439,OPS5
440,OptimJ
441,Orc
442,ORCA/Modula-2
443,Oriel
444,Orwell
445,Oxygene
446,Oz
447,P
448,P4
449,P??
450,ParaSail (programming language)
451,PARI/GP
452,Pascal�� ISO 7185
453,Pascal Script
454,PCASTL
455,PCF
456,PEARL
457,PeopleCode
458,Perl
459,PDL
460,Pharo
461,PHP
462,Pico
463,Picolisp
464,Pict
465,Pig (programming tool)
466,Pike
467,PILOT
468,Pipelines
469,Pizza
470,PL-11
471,PL/0
472,PL/B
473,PL/C
474,PL/I�� ISO 6160
475,PL/M
476,PL/P
477,PL/SQL
478,PL360
479,PLANC
480,Plankalk?l
481,Planner
482,PLEX
483,PLEXIL
484,Plus
485,POP-11
486,POP-2
487,PostScript
488,PortablE
489,POV-Ray SDL
490,Powerhouse
491,PowerBuilder�� 4GL GUI application generator from Sybase
492,PowerShell
493,PPL
494,Processing
495,Processing.js
496,Prograph
497,PROIV
498,Prolog
499,PROMAL
500,Promela
501,PROSE modeling language
502,PROTEL
503,ProvideX
504,Pro*C
505,Pure
506,Pure Data
507,PureScript
508,Python
509,Q (programming language from Kx Systems)
510,Q# (Microsoft programming language)
511,Qalb
512,Quantum Computation Language
513,QtScript
514,QuakeC
515,QPL
516,Qbasic
517,.QL
518,R
519,R++
520,Racket
521,Raku
522,RAPID
523,Rapira
524,Ratfiv
525,Ratfor
526,rc
527,Reason
528,REBOL
529,Red
530,Redcode
531,REFAL
532,REXX
533,Rittle
534,Rlab
535,ROOP
536,RPG
537,RPL
538,RSL
539,RTL/2
540,Ruby
541,Rust
542,S
543,S2
544,S3
545,S-Lang
546,S-PLUS
547,SA-C
548,SabreTalk
549,SAIL
550,SAM76
551,SAS
552,SASL
553,Sather
554,Sawzall
555,Scala
556,Scheme
557,Scilab
558,Scratch
559,Script.NET
560,Sed
561,Seed7
562,Self
563,SenseTalk
564,SequenceL
565,Serpent
566,SETL
567,SIMPOL
568,SIGNAL
569,SiMPLE
570,SIMSCRIPT
571,Simula
572,Simulink
573,Singularity
574,SISAL
575,SLIP
576,SMALL
577,Smalltalk
578,SML
579,Strongtalk
580,Snap!
581,SNOBOL�(SPITBOL)
582,Snowball
583,SOL
584,Solidity
585,SOPHAEROS
586,Source
587,SPARK
588,Speakeasy
589,Speedcode
590,SPIN
591,SP/k
592,SPS
593,SQL
594,SQR
595,Squeak
596,Squirrel
597,SR
598,S/SL
599,Starlogo
600,Strand
601,Stata
602,Stateflow
603,Subtext
604,SBL
605,SuperCollider
606,SuperTalk
607,Swift (Apple programming language)
608,Swift (parallel scripting language)
609,SYMPL
610,SystemVerilog
611,T
612,TACL
613,TACPOL
614,TADS
615,TAL
616,Tcl
617,Tea
618,TECO
619,TELCOMP
620,TeX
621,TEX
622,TIE
623,"TMG, compiler-compiler"
624,Tom
625,TOM
626,Toi
627,Topspeed
628,TPU
629,Trac
630,TTM
631,T-SQL
632,Transcript
633,TTCN
634,Turing
635,TUTOR
636,TXL
637,TypeScript
638,Tynker
639,Ubercode
640,UCSD Pascal
641,Umple
642,Unicon
643,Uniface
644,UNITY
645,Unix shell
646,UnrealScript
647,Vala
648,Verilog
649,VHDL
650,Vim script
651,Viper
652,Visual Basic
653,Visual Basic .NET
654,Visual DataFlex
655,Visual DialogScript
656,Visual Fortran
657,Visual FoxPro
658,Visual J++
659,Visual LISP
660,Visual Objects
661,Visual Prolog
662,VSXu
663,"WATFIV, WATFOR"
664,WebAssembly
665,WebDNA
666,Whiley
667,Winbatch
668,Wolfram Language
669,Wyvern
670,X++
671,X10
672,xBase
673,xBase++
674,XBL
675,XC�(targets�XMOS architecture)
676,xHarbour
677,XL
678,Xojo
679,XOTcl
680,XOD (programming language)
681,XPL
682,XPL0
683,XQuery
684,XSB
685,XSharp
686,XSLT
687,Xtend
688,Yorick
689,YQL
690,Yoix
691,YUI
692,Z notation
693,"Zebra, ZPL, ZPL2"
694,Zeno
695,ZetaLisp
696,ZOPL
697,Zsh
698,ZPL
699,Z++
